Date,Hour,Charge_Full,Charge_Full_Design,Battery_Health,Battery_Percentage,Battery_Status
19/04/2024,21:06,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:07,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:08,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:09,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:10,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:11,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:12,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:13,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:14,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:15,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:16,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:17,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:18,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:19,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:20,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:21,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:22,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:23,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:24,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:25,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:26,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:29,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:30,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:31,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:32,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:33,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:34,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:35,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:36,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:37,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:38,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:39,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:40,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:41,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:42,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:43,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:44,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:45,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:46,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:47,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:48,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:49,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:50,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:51,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:52,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:53,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:54,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:55,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:56,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:57,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:58,3203000,3620000,88.48067,N/A,N/A
19/04/2024,21:59,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:04,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:04,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:05,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:06,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:07,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:08,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:09,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:10,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:11,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:12,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:13,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:14,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:15,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:16,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:17,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:18,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:19,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:20,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:21,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:22,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:23,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:24,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:25,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:26,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:27,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:28,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:29,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:30,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:31,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:32,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:33,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:34,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:35,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:36,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:37,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:38,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:39,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:40,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:41,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:42,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:43,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:44,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:45,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:46,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:47,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:48,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:49,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:50,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:51,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:52,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:53,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:54,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:55,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:56,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:57,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:58,3203000,3620000,88.48067,N/A,N/A
19/04/2024,22:59,3203000,3620000,88.48067,N/A,N/A
19/04/2024,23:00,3203000,3620000,88.48067,N/A,N/A
19/04/2024,23:01,3203000,3620000,88.48067,N/A,N/A
20/04/2024,08:15,3236000,3620000,89.392265,N/A,N/A
20/04/2024,08:16,3236000,3620000,89.392265,N/A,N/A
20/04/2024,08:17,3236000,3620000,89.392265,N/A,N/A
20/04/2024,08:18,3236000,3620000,89.392265,N/A,N/A
20/04/2024,08:19,3236000,3620000,89.392265,N/A,N/A
21/04/2024,08:36,3242000,3620000,89.558014,N/A,N/A
22/04/2024,18:56,3240000,3620000,89.50276,N/A,N/A
22/04/2024,19:59,3240000,3620000,89.50276,N/A,N/A
22/04/2024,20:01,3240000,3620000,89.50276,N/A,N/A
22/04/2024,20:04,3240000,3620000,89.50276,N/A,N/A
22/04/2024,22:14,3240000,3620000,89.50276,N/A,N/A
22/04/2024,22:16,3240000,3620000,89.50276,N/A,N/A
22/04/2024,22:51,3240000,3620000,89.50276,N/A,N/A
24/04/2024,11:28,3236000,3620000,89.392265,N/A,N/A
24/04/2024,11:51,3236000,3620000,89.392265,N/A,N/A
24/04/2024,11:59,3236000,3620000,89.392265,N/A,N/A
24/04/2024,12:02,3236000,3620000,89.392265,N/A,N/A
24/04/2024,12:07,3236000,3620000,89.392265,N/A,N/A
24/04/2024,12:09,3236000,3620000,89.392265,N/A,N/A
25/04/2024,09:53,3190000,3620000,88.121544,54.670845,Charging
